ticker,annee,trimestre,norme_comptable,total_actif,capitaux_propres_pg,dettes_financieres_lt,dettes_financieres_ct,tresorerie_nette,creances_clients,chiffre_d_affaires_pnb,resultat_brut_exploitation,resultat_net_pg,cout_du_risque,dotations_amortissements,flux_tresorerie_operationnel,capex,nombre_actions_circulation,dividende_par_action,prix_cloture
ADH,2018,Annuel,IFRS,,,,,592733344.4,5499222384.65,,,,,1937507066.17,645393777.47,,,,
ADI,2018,Annuel,IFRS,15385112.0,,,,-1928.0,17653.0,56886.0,,,,56886.0,377644311779.0,-31562.0,,,
