"Date","Price","Open","High","Low","Vol.","Change %"
"06/12/2016","121.55","122.65","123.45","121.50","241.00K","-1.18%"
"06/05/2016","123.00","122.75","124.70","122.50","108.70K","0.20%"
"05/29/2016","122.75","123.85","125.00","122.50","520.35K","-0.12%"
"05/22/2016","122.90","130.00","131.10","121.60","683.22K","-6.29%"
"05/15/2016","131.15","131.10","131.80","128.00","944.84K","-0.64%"
"05/08/2016","132.00","137.00","137.00","130.15","575.15K","-3.15%"
"05/01/2016","136.30","131.00","138.45","130.50","378.66K","2.87%"
"04/24/2016","132.50","125.60","132.50","125.60","922.07K","5.58%"
"04/17/2016","125.50","125.55","126.25","125.10","347.47K","-0.40%"
"04/10/2016","126.00","124.30","126.00","123.55","646.00K","1.20%"
"04/03/2016","124.50","120.50","126.90","120.50","985.17K","3.49%"
"03/27/2016","120.30","121.20","121.80","119.00","396.04K","-0.74%"
"03/20/2016","121.20","118.00","125.00","118.00","466.89K","2.36%"
"03/13/2016","118.40","118.05","118.50","117.80","524.78K","0.13%"
"03/06/2016","118.25","117.50","118.90","117.00","202.21K","1.07%"
"02/28/2016","117.00","117.90","118.00","114.50","518.41K","-0.43%"
"02/21/2016","117.50","119.00","119.05","117.00","214.37K","-1.59%"
"02/14/2016","119.40","116.50","119.80","116.50","638.26K","2.71%"
"02/07/2016","116.25","116.15","116.65","116.00","174.00K","0.09%"
"01/31/2016","116.15","115.95","116.50","115.40","471.80K","0.35%"
"01/24/2016","115.75","113.50","116.70","113.50","591.15K","1.89%"
"01/17/2016","113.60","113.00","113.80","112.40","451.31K","0.80%"
"01/10/2016","112.70","112.00","112.80","111.90","439.09K","0.36%"
"01/03/2016","112.30","111.55","112.30","111.55","276.63K","0.58%"
"12/27/2015","111.65","110.50","111.85","110.15","213.47K","0.18%"
"12/20/2015","111.45","110.50","111.90","110.00","2.26M","1.32%"
"12/13/2015","110.00","110.55","111.95","107.00","559.41K","-0.90%"
"12/06/2015","111.00","113.75","113.80","110.90","356.55K","-2.42%"
"11/29/2015","113.75","113.00","116.50","113.00","489.41K","0.84%"
"11/22/2015","112.80","114.80","114.80","111.40","130.24K","-1.05%"
"11/15/2015","114.00","115.90","116.00","113.00","287.32K","-1.72%"
"11/08/2015","116.00","115.00","116.35","113.90","452.99K","2.11%"
"11/01/2015","113.60","110.00","113.60","110.00","132.75K","3.41%"
"10/25/2015","109.85","108.50","111.00","107.95","606.52K","1.38%"
"10/18/2015","108.35","107.50","109.00","107.00","150.31K","0.79%"
"10/11/2015","107.50","107.40","108.05","107.25","273.59K","0.09%"
"10/04/2015","107.40","110.80","110.80","105.00","429.44K","-2.81%"
"09/27/2015","110.50","110.55","111.60","110.00","275.10K","-0.09%"
"09/20/2015","110.60","110.65","111.95","110.00","51.73K","0.09%"
"09/13/2015","110.50","112.20","113.00","110.50","474.65K","-1.69%"
"09/06/2015","112.40","111.50","112.90","110.60","231.88K","0.54%"
"08/30/2015","111.80","112.00","113.00","109.00","516.08K","-0.67%"
"08/23/2015","112.55","114.50","114.50","110.00","926.48K","-2.13%"
"08/16/2015","115.00","115.20","115.50","114.10","337.06K","-0.13%"
"08/09/2015","115.15","117.15","117.25","115.10","298.11K","-2.00%"
"08/02/2015","117.50","117.95","121.00","117.15","447.43K","0.34%"
"07/26/2015","117.10","115.00","117.95","115.00","312.26K","1.69%"
"07/19/2015","115.15","116.50","117.95","114.30","1.39M","-1.54%"
"07/12/2015","116.95","115.00","117.10","115.00","409.95K","1.70%"
"07/05/2015","115.00","111.05","115.45","111.05","320.47K","3.14%"
"06/28/2015","111.50","107.10","111.50","107.10","313.56K","3.87%"
"06/21/2015","107.35","106.55","107.90","106.55","151.33K","0.80%"
"06/14/2015","106.50","108.70","109.80","104.80","797.90K","-2.02%"
"06/07/2015","108.70","116.00","116.00","107.55","477.90K","-6.01%"
"05/31/2015","115.65","116.95","116.95","115.55","417.86K","-1.11%"
"05/24/2015","116.95","119.00","119.25","115.00","412.77K","-1.72%"
"05/17/2015","119.00","127.55","128.05","118.40","302.54K","-6.70%"
"05/10/2015","127.55","127.60","127.95","126.80","74.08K","-0.04%"
"05/03/2015","127.60","129.00","130.00","127.60","264.85K","-1.01%"
"04/26/2015","128.90","127.00","128.90","127.00","386.78K","1.10%"
"04/19/2015","127.50","125.10","127.60","125.10","142.18K","1.96%"
"04/12/2015","125.05","130.00","130.80","125.05","598.50K","-3.81%"
"04/05/2015","130.00","130.00","131.20","129.50","318.76K","-0.08%"
"03/29/2015","130.10","132.05","133.65","130.10","1.26M","-1.44%"
"03/22/2015","132.00","131.00","133.20","131.00","306.02K","0.57%"
"03/15/2015","131.25","133.00","133.30","131.05","658.78K","-1.32%"
"03/08/2015","133.00","135.10","140.00","132.55","843.21K","-0.37%"
"03/01/2015","133.50","132.20","135.00","132.00","1.62M","0.60%"
"02/22/2015","132.70","131.20","132.70","131.05","790.13K","1.65%"
"02/15/2015","130.55","127.20","130.85","127.20","612.17K","2.59%"
"02/08/2015","127.25","127.30","129.90","126.65","727.34K","-0.20%"
"02/01/2015","127.50","126.00","128.00","126.00","305.97K","0.43%"
"01/25/2015","126.95","125.05","126.95","124.50","820.69K","1.52%"
"01/18/2015","125.05","125.50","127.45","124.50","385.22K","-0.75%"
"01/11/2015","126.00","119.50","130.40","119.50","1.78M","5.44%"
"01/04/2015","119.50","115.00","119.90","114.50","364.76K","3.91%"
"12/28/2014","115.00","114.00","115.00","113.25","232.49K","0.35%"
"12/21/2014","114.60","115.00","115.50","114.25","307.89K","-0.35%"
"12/14/2014","115.00","115.05","116.10","114.85","802.97K","-0.35%"
"12/07/2014","115.40","116.95","116.95","115.00","262.79K","-0.94%"
"11/30/2014","116.50","115.05","117.00","115.05","1.23M","1.26%"
"11/23/2014","115.05","116.50","116.95","115.05","923.39K","-1.24%"
"11/16/2014","116.50","117.60","118.00","116.10","448.49K","-1.27%"
"11/09/2014","118.00","118.30","118.55","117.00","333.63K","-0.46%"
"11/02/2014","118.55","117.60","119.75","117.60","631.13K","0.47%"
"10/26/2014","118.00","117.00","118.45","117.00","846.12K","0.77%"
"10/19/2014","117.10","117.50","117.70","116.55","223.58K","-0.68%"
"10/12/2014","117.90","116.50","119.00","116.50","292.31K","1.16%"
"10/05/2014","116.55","119.00","119.00","115.50","578.01K","-0.72%"
"09/28/2014","117.40","116.00","122.00","116.00","590.73K","1.21%"
"09/21/2014","116.00","114.90","116.00","114.00","484.54K","0.69%"
"09/14/2014","115.20","111.95","116.35","111.20","591.65K","3.32%"
"09/07/2014","111.50","108.45","112.50","108.45","884.41K","2.95%"
"08/31/2014","108.30","104.50","108.30","104.25","196.14K","3.64%"
"08/24/2014","104.50","103.30","105.95","103.20","480.12K","0.77%"
"08/17/2014","103.70","104.50","105.00","103.50","256.05K","-0.77%"
"08/10/2014","104.50","104.00","105.70","104.00","112.10K","0.00%"
"08/03/2014","104.50","103.80","105.75","103.00","184.49K","0.67%"
"07/27/2014","103.80","102.30","103.80","102.00","248.16K","1.17%"
"07/20/2014","102.60","98.40","104.50","98.10","340.76K","4.15%"
"07/13/2014","98.51","97.70","98.51","97.50","306.93K","0.98%"
"07/06/2014","97.55","96.40","98.50","96.25","306.99K","1.19%"
"06/29/2014","96.40","95.00","96.50","94.70","123.63K","1.47%"
"06/22/2014","95.00","96.00","96.00","94.50","309.60K","-1.35%"
"06/15/2014","96.30","97.00","97.00","95.50","290.81K","-0.36%"
"06/08/2014","96.65","96.50","97.10","96.50","259.54K","0.05%"
"06/01/2014","96.60","98.50","98.50","96.05","1.21M","-1.93%"
"05/25/2014","98.50","95.50","99.94","95.50","1.12M","-2.96%"
"05/18/2014","101.50","101.70","101.70","101.50","20.14K","0.00%"
"05/11/2014","101.50","100.50","102.80","100.15","235.21K","1.00%"
"05/04/2014","100.50","101.80","101.80","100.05","449.08K","0.80%"
"04/27/2014","99.70","101.55","102.00","99.05","201.14K","-1.82%"
