"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2026","380.00","375.00","392.80","340.00","142.98K","-5.00%"
"02/01/2026","400.00","399.00","408.50","381.00","242.27K","0.25%"
"01/01/2026","399.00","416.95","417.00","390.00","319.45K","-3.86%"
"12/01/2025","415.00","409.00","420.90","395.90","663.17K","3.23%"
"11/01/2025","402.00","430.00","432.00","401.00","90.02K","-5.41%"
"10/01/2025","425.00","420.00","427.35","393.00","301.48K","-0.35%"
"09/01/2025","426.50","430.10","444.00","402.00","485.23K","-0.81%"
"08/01/2025","430.00","455.00","455.00","415.10","453.48K","-4.44%"
"07/01/2025","450.00","415.00","459.00","403.20","437.23K","10.18%"
"06/01/2025","408.42","395.63","433.03","393.66","143.81K","3.49%"
"05/01/2025","394.64","395.63","412.26","385.79","123.25K","-0.26%"
"04/01/2025","395.68","422.99","428.11","384.80","140.35K","-1.94%"
"03/01/2025","403.50","429.29","457.63","403.50","155.78K","-11.32%"
"02/01/2025","455.00","450.50","480.00","426.00","156.45K","-1.09%"
"01/01/2025","460.00","399.75","480.00","392.10","304.84K","16.46%"
"12/01/2024","395.00","417.90","418.00","385.00","664.07K","-5.50%"
"11/01/2024","418.00","400.00","429.90","396.10","132.18K","2.96%"
"10/01/2024","406.00","408.00","409.95","386.25","164.38K","-0.49%"
"09/01/2024","408.00","410.00","430.00","400.00","233.17K","-0.49%"
"08/01/2024","410.00","393.15","412.00","377.00","90.95K","2.50%"
"07/01/2024","400.00","379.20","410.00","370.00","199.23K","3.31%"
"06/01/2024","387.19","381.70","387.19","365.23","265.56K","1.44%"
"05/01/2024","381.70","379.20","388.18","369.23","76.08K","0.92%"
"04/01/2024","378.21","370.02","387.19","363.24","184.61K","2.57%"
"03/01/2024","368.73","364.24","373.22","359.25","185.64K","2.64%"
"02/01/2024","359.25","339.29","377.61","332.30","169.58K","5.88%"
"01/01/2024","339.29","350.27","350.27","329.36","193.84K","-3.29%"
"12/01/2023","350.81","354.26","364.24","319.33","398.51K","0.16%"
"11/01/2023","350.27","387.19","392.13","334.30","142.22K","-9.30%"
"10/01/2023","386.19","385.19","407.10","360.24","62.28K","0.26%"
"09/01/2023","385.19","374.11","386.19","349.42","59.00K","2.95%"
"08/01/2023","374.17","363.24","374.21","334.30","60.29K","2.87%"
"07/01/2023","363.74","362.29","367.13","339.29","75.68K","-1.03%"
"06/01/2023","367.53","360.74","376.21","346.27","108.55K","2.31%"
"05/01/2023","359.25","313.39","361.24","313.39","136.04K","14.63%"
"04/01/2023","313.39","305.36","313.39","304.46","32.34K","0.34%"
"03/01/2023","312.35","324.32","324.32","299.47","47.91K","-3.66%"
"02/01/2023","324.22","281.41","324.32","281.41","71.16K","8.84%"
"01/01/2023","297.88","294.38","302.37","281.41","43.29K","-1.81%"
"12/01/2022","303.36","296.68","309.25","289.39","55.42K","2.36%"
"11/01/2022","296.38","304.16","314.34","281.36","124.06K","2.41%"
"10/01/2022","289.39","309.35","316.29","280.41","79.66K","-6.45%"
"09/01/2022","309.35","310.35","323.12","299.37","87.68K","-2.21%"
"08/01/2022","316.34","305.36","317.33","302.37","48.29K","0.63%"
"07/01/2022","314.34","312.35","314.34","299.37","31.53K","-0.94%"
"06/01/2022","317.33","321.43","334.30","307.36","644.12K","-1.24%"
"05/01/2022","321.33","343.68","343.68","300.57","18.21K","-5.29%"
"04/01/2022","339.29","341.28","345.08","334.30","48.36K","-1.16%"
"03/01/2022","343.28","354.26","354.26","329.31","97.76K","-3.91%"
"02/01/2022","357.25","345.82","358.75","325.52","494.06K","3.77%"
"01/01/2022","344.28","333.30","358.25","333.30","91.49K","1.77%"
"12/01/2021","338.29","333.30","338.29","328.31","47.89K","1.19%"
"11/01/2021","334.30","345.27","349.27","322.32","54.39K","-4.01%"
"10/01/2021","348.27","321.33","354.26","313.34","157.69K","8.38%"
"09/01/2021","321.33","279.41","321.33","279.41","82.20K","13.38%"
"08/01/2021","283.40","277.47","287.40","271.48","16.89K","1.97%"
"07/01/2021","277.92","274.42","292.98","268.99","43.75K","1.64%"
"06/01/2021","273.43","275.37","280.41","269.43","153.97K","-0.71%"
"05/01/2021","275.37","264.35","279.41","261.60","118.67K","4.33%"
"04/01/2021","263.95","260.45","264.45","257.46","58.88K","-0.19%"
"03/01/2021","264.45","256.46","265.44","254.47","104.76K","4.33%"
"02/01/2021","253.47","269.33","269.33","249.48","46.36K","-3.05%"
"01/01/2021","261.45","253.47","273.43","253.47","89.05K","2.74%"
"12/01/2020","254.47","254.22","269.43","251.47","52.93K","3.66%"
"11/01/2020","245.49","244.49","257.46","233.01","90.04K","0.41%"
"10/01/2020","244.49","248.33","249.48","243.49","86.79K","-1.61%"
"09/01/2020","248.48","253.47","269.43","248.48","62.38K","-2.35%"
"08/01/2020","254.47","247.68","259.46","240.00","64.55K","-0.78%"
"07/01/2020","256.46","244.49","257.46","244.49","4.23K","4.90%"
"06/01/2020","244.49","248.93","265.44","244.09","240.48K","-1.78%"
"05/01/2020","248.93","239.50","250.47","230.52","126.47K","7.96%"
"04/01/2020","230.57","249.48","252.47","222.03","116.88K","-8.68%"
"03/01/2020","252.47","303.01","309.35","227.22","290.12K","-21.67%"
"02/01/2020","322.32","314.34","323.82","304.36","255.80K","2.54%"
"01/01/2020","314.34","291.59","322.82","289.49","256.35K","5.35%"
"12/01/2019","298.37","289.39","304.36","281.46","92.70K","3.10%"
"11/01/2019","289.39","284.40","289.39","274.42","101.45K","2.47%"
"10/01/2019","282.41","284.40","284.40","264.45","49.36K","-0.70%"
"09/01/2019","284.40","283.45","287.80","279.41","25.18K","-0.35%"
"08/01/2019","285.40","280.41","287.30","274.42","85.37K","0.00%"
"07/01/2019","285.40","275.42","285.40","270.43","51.50K","3.62%"
